run,generation,best_fitness,best_completion,average_fitness,average_completion
1,1,1603.2247314453125,0.5337415933609009,217.57733571370443,0.21450239174067975
1,2,1603.2247314453125,0.5337415933609009,327.3403539784749,0.2951137878994147
1,3,1605.35107421875,0.5327836871147156,419.6271838887533,0.33001472016175587
1,4,2743.406036376953,0.7814374566078186,578.4465447998047,0.36390015443166096
1,5,2743.406036376953,0.7814374566078186,843.6571956380209,0.4121385989089807
1,6,2743.406036376953,0.7814374566078186,1117.0099974314371,0.4507844307025274
1,7,2744.656036376953,0.7814374566078186,1235.936643702189,0.4656496982028087
1,8,2744.656036376953,0.7814374566078186,1177.9222642262778,0.4621089886625608
1,9,2960.0431518554688,0.8437623381614685,1466.0522780100505,0.5253441545367241
1,10,2960.0431518554688,0.8437623381614685,1905.5374330393474,0.6163055701057116
1,11,2960.0431518554688,0.8437623381614685,2307.3438163757323,0.6937045071274042
1,12,14196.0,1.0,2389.398622970581,0.7045730704069137
1,13,14196.0,1.0,2456.243220876058,0.6973026779294014
1,14,14196.0,1.0,3120.6448228708905,0.7231850499659777
1,15,14196.0,1.0,4615.110461222331,0.7753746069967746
1,16,14202.0,1.0,7968.195749715169,0.8280073483288288
1,17,14202.0,1.0,10923.31696337382,0.8586760246256987
1,18,14202.0,1.0,11767.493915278117,0.8817358498026927
1,19,14204.5,1.0,11215.180679448446,0.8610635776321093
1,20,14204.5,1.0,11563.596997070312,0.8751213087638219
1,21,14204.5,1.0,11751.936998748779,0.8839958501855533
1,22,14204.5,1.0,11441.84754623413,0.8693133859336376
1,23,14204.5,1.0,11554.99849299113,0.8713357856124639
1,24,14204.5,1.0,11738.255759506226,0.8793896187345187
1,25,14204.5,1.0,11399.899385528564,0.8543928169210752
1,26,14204.5,1.0,11223.611222635906,0.8594711472342411
1,27,14204.5,1.0,10958.864415740967,0.8469951082766056
1,28,14204.5,1.0,11688.29939412435,0.8764890786508719
1,29,14207.0,1.0,11180.87542022705,0.8488260127604008
1,30,14207.0,1.0,11425.376338399252,0.8717808664838473
1,31,14207.0,1.0,10845.783145319621,0.8374568321804206
1,32,14207.0,1.0,11637.564159673055,0.8808080849548181
1,33,14207.0,1.0,11308.567560399373,0.8548393535862366
1,34,14207.0,1.0,11089.507844924927,0.8449164928744236
1,35,14287.0,1.0,11312.277361831664,0.8637853396683931
1,36,14287.0,1.0,11373.673309783935,0.8600205196936925
1,37,14287.0,1.0,11199.73917989095,0.8463884316881498
1,38,14287.0,1.0,11339.480818430582,0.86096372316281
1,39,14287.0,1.0,11485.375661570231,0.8692380453894536
1,40,14287.0,1.0,10739.208423792521,0.8255684211353461
1,41,14287.0,1.0,11300.69455930074,0.8502336338162422
1,42,14287.0,1.0,12113.56059249878,0.8913576438029607
1,43,14287.0,1.0,11235.27179128011,0.8470490012814601
1,44,14287.0,1.0,11412.70625368754,0.8552352296064297
1,45,14287.0,1.0,12199.579736328125,0.8971825150152047
1,46,14287.0,1.0,11763.552499338786,0.8755053738007943
1,47,14287.0,1.0,11799.153808161418,0.8761598435540994
1,48,14287.0,1.0,11985.903048706055,0.8877427125473817
1,49,14287.0,1.0,11969.036264038086,0.8812389508386453
1,50,14287.0,1.0,11651.665734532675,0.8668490712096294
1,51,14287.0,1.0,11426.862649968465,0.8578914136191209
1,52,14287.0,1.0,12201.063118006388,0.8946365652233362
1,53,14287.0,1.0,11426.62550104777,0.85736996854345
1,54,14287.0,1.0,11585.564279556274,0.8591926362365484
1,55,14287.0,1.0,10524.642959823608,0.8188788389414549
1,56,14287.0,1.0,11469.822279307047,0.8607915086050828
1,57,14287.0,1.0,11885.963525772095,0.8816474621991316
1,58,14287.0,1.0,12156.277642262778,0.8939813660085201
1,59,14287.0,1.0,11297.69176943461,0.8532805481056372
1,60,14287.0,1.0,11923.81533047994,0.8789920109510422
1,61,14287.0,1.0,11560.69360883077,0.8715633677939574
1,62,14287.0,1.0,11640.387009531656,0.8666994130114715
1,63,14287.0,1.0,11230.607077713013,0.8485119462013244
1,64,14287.0,1.0,12024.170320510864,0.8882208740711213
1,65,14287.0,1.0,11523.575277964273,0.8629075200607379
1,66,14287.0,1.0,11524.98415629069,0.8619468788305918
1,67,14287.0,1.0,12024.904131113688,0.8859566523383061
1,68,14287.0,1.0,11470.777401733398,0.8615564579268297
1,69,14287.0,1.0,11745.269887110393,0.8704403652250767
1,70,14287.0,1.0,11205.125635579427,0.8413389691710472
1,71,14287.0,1.0,11788.139188283285,0.8769565983116627
1,72,14287.0,1.0,12010.896408208211,0.8838549855351449
1,73,14287.0,1.0,11608.515163345337,0.8653652267903089
1,74,14287.0,1.0,12101.702264149984,0.8875107189267873
1,75,14287.0,1.0,11423.759685084025,0.8579810620347659
1,76,14287.0,1.0,12015.617347081503,0.8838762967040141
1,77,14287.0,1.0,11960.228777440389,0.8802157955616713
1,78,14287.0,1.0,11349.250086212158,0.8568438553313414
1,79,14287.0,1.0,11973.235878092448,0.88480978940924
1,80,14367.0,1.0,11711.97936976115,0.8738495079179605
1,81,14367.0,1.0,11715.025221277872,0.8742723437895378
1,82,14367.0,1.0,11774.862505060832,0.8694969645639261
1,83,14367.0,1.0,11664.29118001302,0.8671615000317494
1,84,14367.0,1.0,12131.393417943318,0.888363523458441
1,85,14367.0,1.0,12086.430226796469,0.8899268622199694
1,86,14367.0,1.0,11348.11729891459,0.8564934599151214
1,87,14367.0,1.0,11110.847755762736,0.8386697200934092
1,88,14367.0,1.0,11954.645359776814,0.8835199162115653
1,89,14369.5,1.0,11438.691628163655,0.8552802687138319
1,90,14369.5,1.0,11528.293089701334,0.8588102360566457
1,91,14369.5,1.0,11295.929411315918,0.845674855907758
1,92,14369.5,1.0,11439.059327036539,0.855930907552441
1,93,14369.5,1.0,11478.322835591634,0.8553012472391128
1,94,14369.5,1.0,12366.196787643432,0.9007651515801748
1,95,14369.5,1.0,11397.512960281372,0.8537880062063535
1,96,14369.5,1.0,11282.808111623128,0.8428307625154654
1,97,14369.5,1.0,11454.310890884399,0.8578691501418749
1,98,14369.5,1.0,11992.18908147176,0.8819732850541672
1,99,14369.5,1.0,11759.966384277344,0.8704848815997441
1,100,14369.5,1.0,11581.474288126628,0.8623426836232344
1,101,14369.5,1.0,11484.764848022462,0.8554225302239259
1,102,14369.5,1.0,11934.78180305481,0.8761555847525596
1,103,14369.5,1.0,11818.176765314738,0.8747231511771679
1,104,14369.5,1.0,12141.91731994629,0.890938355922699
1,105,14369.5,1.0,11747.884132207235,0.8663391452034315
1,106,14369.5,1.0,12032.945034306844,0.8839491287867228
1,107,14369.5,1.0,11657.664412409464,0.8617912366241217
1,108,14369.5,1.0,11596.22404642741,0.8664229008058707
1,109,14369.5,1.0,11346.06239519755,0.8506432685256005
1,110,14369.5,1.0,11411.83987490336,0.857111323128144
1,111,14369.5,1.0,12599.90540046692,0.9130696213742098
1,112,14369.5,1.0,11946.254852752685,0.877510565345486
1,113,14369.5,1.0,11085.679456939697,0.8328303865591685
1,114,14369.5,1.0,11372.033395792643,0.8468128504355749
1,115,14369.5,1.0,12410.007186609904,0.901383806169033
1,116,14369.5,1.0,11384.888872731526,0.8608751416206359
1,117,14369.5,1.0,12318.499475275676,0.8961811740448078
1,118,14369.5,1.0,11962.322495956421,0.8821901398897171
1,119,14369.5,1.0,11888.028048146565,0.8730188149710496
1,120,14369.5,1.0,12277.994635747275,0.895040406982104
1,121,14369.5,1.0,11554.366219685873,0.8625922717899084
1,122,14369.5,1.0,11620.985338973998,0.8599715691556533
1,123,14369.5,1.0,11326.97710530599,0.8467617324988047
1,124,14369.5,1.0,12090.351382929484,0.8885373469193777
1,125,14369.5,1.0,11893.686048253378,0.8753929707904656
1,126,14369.5,1.0,11994.067919692992,0.8784005232155323
1,127,14369.5,1.0,11380.191053568522,0.847418951690197
1,128,14369.5,1.0,11425.786392644246,0.8515408957997957
1,129,14369.5,1.0,11930.634408365886,0.8752758825818697
1,130,14369.5,1.0,11900.949399108888,0.8750406695405643
1,131,14369.5,1.0,12044.4978708903,0.8859292111297449
1,132,14369.5,1.0,12039.934595769246,0.8824030821273724
1,133,14369.5,1.0,11391.5776318868,0.8545573870837688
1,134,14369.5,1.0,11941.381649958292,0.8758031274129947
1,135,14369.5,1.0,11533.938356704712,0.8594067645569642
1,136,14369.5,1.0,12019.265231348674,0.8862662607928117
1,137,14369.5,1.0,11501.456095809937,0.8616681866596142
1,138,14369.5,1.0,11532.371606140137,0.8597034008552631
1,139,14369.5,1.0,11989.463729832967,0.8803547054777543
1,140,14369.5,1.0,12087.368036168416,0.8868396497269472
1,141,14369.5,1.0,11626.644806467692,0.8619444826990366
1,142,14369.5,1.0,11636.248256734212,0.8670799288650354
1,143,14369.5,1.0,10990.143280944823,0.8360720720390479
1,144,14369.5,1.0,11690.900528157552,0.8703458118935427
1,145,14369.5,1.0,11547.072413101196,0.8617570474743843
1,146,14369.5,1.0,11571.113972167968,0.8603095122178396
1,147,14369.5,1.0,11850.476681849163,0.8720962525407473
1,148,14369.5,1.0,11757.440496826172,0.868831292266647
1,149,14369.5,1.0,11330.65967877706,0.8455218011637529
1,150,14369.5,1.0,11205.498067296347,0.8428289485474427
1,151,14369.5,1.0,11642.390543568928,0.8664825032403072
1,152,14369.5,1.0,12109.517797902425,0.890067746390899
1,153,14369.5,1.0,11916.006265894572,0.8782179976254701
1,154,14369.5,1.0,11852.9379616038,0.8727084515243768
1,155,14369.5,1.0,11823.546809870402,0.8779046965638796
1,156,14369.5,1.0,11729.958654988606,0.8708293065428734
1,157,14369.5,1.0,11973.367250467936,0.8863298504054546
1,158,14369.5,1.0,11897.380919672649,0.8748473540196816
1,159,14369.5,1.0,11993.269725036622,0.8809948362906774
1,160,14369.5,1.0,11964.190568567912,0.8838402891159057
1,161,14369.5,1.0,11959.08413116455,0.8823075783749421
1,162,14369.5,1.0,12146.097781499227,0.8880303753664096
1,163,14369.5,1.0,11835.145313746134,0.8823026116689047
1,164,14369.5,1.0,12039.211989898682,0.88389743283391
1,165,14369.5,1.0,11579.724794413249,0.8615924915671349
1,166,14369.5,1.0,11803.646147435506,0.8683266974240541
1,167,14369.5,1.0,12248.370758005778,0.8960088204344113
1,168,14369.5,1.0,11806.743235855103,0.8731243212521076
1,169,14369.5,1.0,12091.694360173544,0.8901660220573345
1,170,14369.5,1.0,11762.839633967082,0.8734195501854022
1,171,14369.5,1.0,11863.156370061239,0.8755851882696152
1,172,14369.5,1.0,12035.439807866414,0.8841444607327382
1,173,14369.5,1.0,11761.145107955932,0.8687646838774283
1,174,14369.5,1.0,11208.19973645528,0.8423116175333659
1,175,14369.5,1.0,11706.226951065064,0.8653323001166184
1,176,14369.5,1.0,12420.263870366414,0.9050801028807958
1,177,14369.5,1.0,12085.082993011474,0.8870726904769739
1,178,14369.5,1.0,12142.46796857198,0.891461800262332
1,179,14369.5,1.0,11711.449891357423,0.8678887625535329
1,180,14369.5,1.0,11483.882592137654,0.858012665361166
1,181,14369.5,1.0,12006.654794286093,0.8856416453669469
1,182,14369.5,1.0,11498.356465428671,0.8603506672134003
1,183,14369.5,1.0,12107.506492156983,0.8938181662559509
1,184,14369.5,1.0,12001.686151504517,0.8826564382265012
1,185,14369.5,1.0,11392.240477803549,0.8515608329077562
1,186,14369.5,1.0,11621.538484903971,0.8651495903482039
1,187,14369.5,1.0,11054.716288630168,0.8333945911874374
1,188,14369.5,1.0,11432.633902308145,0.8518258490165075
1,189,14369.5,1.0,11117.310423177083,0.8376695001125336
1,190,14369.5,1.0,11370.030390523274,0.84947298673292
1,191,14369.5,1.0,11286.527609354654,0.8470401886602242
1,192,14369.5,1.0,11296.860636723837,0.8437434018899997
1,193,14369.5,1.0,11843.661570765178,0.8736404255777598
1,194,14369.5,1.0,11750.814283955891,0.8690307185550531
1,195,14369.5,1.0,11915.085464248657,0.8805750880887111
1,196,14369.5,1.0,11430.289510777791,0.8537278185288112
1,197,14369.5,1.0,11847.330775273642,0.8726138790945211
1,198,14369.5,1.0,11897.077854232788,0.8787893575181563
1,199,14369.5,1.0,12002.037219950358,0.8834064605335394
1,200,14369.5,1.0,12105.745907770792,0.8917460411290328
2,1,1610.3107299804688,0.536353588104248,202.3880997721354,0.19596215325097244
2,2,1610.3107299804688,0.536353588104248,302.4878741709391,0.2882043132434289
2,3,1831.0238647460938,0.6092996001243591,360.0134561920166,0.3232993207126856
2,4,1831.0238647460938,0.6092996001243591,431.5772176361084,0.3437908633798361
2,5,2462.899383544922,0.7024712562561035,541.9433443450928,0.35775459026296935
2,6,2462.899383544922,0.7024712562561035,787.1348573557535,0.39932423365612824
2,7,2462.899383544922,0.7024712562561035,1088.119625193278,0.44291997760534285
2,8,2462.899383544922,0.7024712562561035,1245.6773395029704,0.46317303674916427
2,9,2462.899383544922,0.7024712562561035,1364.9735269419352,0.48620811288555466
2,10,2462.899383544922,0.7024712562561035,1576.6522627766926,0.5281121375163397
2,11,2737.601043701172,0.7805288434028625,1955.3969492340088,0.6060456756999095
2,12,2737.601043701172,0.7805288434028625,2102.974639205933,0.6305657748878002
2,13,2738.351043701172,0.7805288434028625,2147.967116495768,0.6463265954703092
2,14,2738.351043701172,0.7805288434028625,2206.915762608846,0.6558382914960385
2,15,2741.531036376953,0.7814374566078186,2200.9808229064943,0.6635796228796244
2,16,2741.531036376953,0.7814374566078186,2231.2985252634685,0.6672777756800254
2,17,2741.531036376953,0.7814374566078186,2264.236553319295,0.6807368182639281
2,18,2741.531036376953,0.7814374566078186,2358.750128148397,0.7003756483395894
2,19,2741.531036376953,0.7814374566078186,2235.019424285889,0.6729436904688676
2,20,2764.4611206054688,0.7879889011383057,2343.6353559621175,0.6959772512813409
2,21,2764.4611206054688,0.7879889011383057,2338.7015745035806,0.6920651878416538
2,22,2764.4611206054688,0.7879889011383057,2302.907130177816,0.6846214574078718
2,23,2764.4611206054688,0.7879889011383057,2343.02179359436,0.6975919735183318
2,24,2764.4611206054688,0.7879889011383057,2320.796036758423,0.6910757614423831
2,25,2764.4611206054688,0.7879889011383057,2377.705905939738,0.7037347876280546
2,26,2764.4611206054688,0.7879889011383057,2272.517251968384,0.6822502799828847
2,27,2764.4611206054688,0.7879889011383057,2290.7435935211183,0.6826833398391803
2,28,2764.4611206054688,0.7879889011383057,2427.2716927337647,0.7165488953640063
2,29,2764.4611206054688,0.7879889011383057,2249.7799122873944,0.6811114264031252
2,30,2764.4611206054688,0.7879889011383057,2295.839137090047,0.6907498809943596
2,31,2764.4611206054688,0.7879889011383057,2250.052091293335,0.6782498974601427
2,32,2764.4611206054688,0.7879889011383057,2297.4324704996743,0.6879960076510906
2,33,2764.4611206054688,0.7879889011383057,2301.096076787313,0.6905855372051398
2,34,2764.4611206054688,0.7879889011383057,2327.2008174133302,0.6925843543559312
2,35,2764.4611206054688,0.7879889011383057,2341.8178890482586,0.6962620943039656
2,36,2764.4611206054688,0.7879889011383057,2208.491673151652,0.6728683453301588
2,37,2764.4611206054688,0.7879889011383057,2352.5233205922445,0.6978898555537065
2,38,2764.4611206054688,0.7879889011383057,2383.518995361328,0.7066471365342537
2,39,2764.4611206054688,0.7879889011383057,2300.1154336802165,0.6902967591087024
2,40,2764.4611206054688,0.7879889011383057,2247.123605982463,0.6756216404338677
2,41,2764.4611206054688,0.7879889011383057,2304.8808693186443,0.6861550176888704
2,42,2764.4611206054688,0.7879889011383057,2189.2804697418214,0.6602858133614063
2,43,2764.4611206054688,0.7879889011383057,2286.661354980469,0.6857858327279488
2,44,2764.4611206054688,0.7879889011383057,2305.7161351013183,0.6881778479615848
2,45,2764.4611206054688,0.7879889011383057,2293.8298577626547,0.686264952470859
2,46,2764.4611206054688,0.7879889011383057,2258.703081766764,0.6783696297804515
2,47,2764.4611206054688,0.7879889011383057,2340.474057642619,0.7016401967406273
2,48,2764.4611206054688,0.7879889011383057,2338.937983118693,0.6972708676755428
2,49,2764.4611206054688,0.7879889011383057,2297.6864389801026,0.6856495120127996
2,50,2764.4611206054688,0.7879889011383057,2234.3718382263182,0.672276672522227
2,51,2764.4611206054688,0.7879889011383057,2227.1884677378334,0.6694251039872566
2,52,2764.4611206054688,0.7879889011383057,2432.8105155436197,0.7132289811472098
2,53,2764.4611206054688,0.7879889011383057,2332.8915491485595,0.6950031564136346
2,54,2764.4611206054688,0.7879889011383057,2331.53439743042,0.6977795428285997
2,55,2764.4611206054688,0.7879889011383057,2402.697750345866,0.7079544435193141
2,56,2764.4611206054688,0.7879889011383057,2237.7467007191976,0.6764857926468054
2,57,2764.4611206054688,0.7879889011383057,2364.5566555023192,0.6998656199375788
2,58,2764.4611206054688,0.7879889011383057,2283.388427174886,0.6831738559156656
2,59,2764.4611206054688,0.7879889011383057,2365.89076596578,0.7042064942916234
2,60,2764.4611206054688,0.7879889011383057,2306.3527770233154,0.6924138109882673
2,61,2764.4611206054688,0.7879889011383057,2361.843463236491,0.7040535850574573
2,62,2764.4611206054688,0.7879889011383057,2256.9954265085858,0.6808121831466755
2,63,2764.4611206054688,0.7879889011383057,2309.3133156077065,0.6878157336016496
2,64,2764.4611206054688,0.7879889011383057,2298.1009085591636,0.6864886511365572
2,65,2764.4611206054688,0.7879889011383057,2355.4445457204183,0.6954749839256207
2,66,2764.4611206054688,0.7879889011383057,2292.1702810668944,0.6877029910683632
2,67,2764.4611206054688,0.7879889011383057,2346.3205732218426,0.694181174337864
2,68,2764.4611206054688,0.7879889011383057,2344.7427060699465,0.6973168901105722
2,69,2764.4611206054688,0.7879889011383057,2293.530433731079,0.6893578105419874
2,70,2764.4611206054688,0.7879889011383057,2338.982755864461,0.6945730764915545
2,71,2764.4611206054688,0.7879889011383057,2298.20772354126,0.6897657613952954
2,72,2764.4611206054688,0.7879889011383057,2236.3538426971436,0.676708213587602
2,73,2764.4611206054688,0.7879889011383057,2201.4243165588377,0.6657884934792916
2,74,2764.4611206054688,0.7879889011383057,2451.99282430013,0.7218020868053039
2,75,2764.4611206054688,0.7879889011383057,2299.7944888559978,0.6886462910224994
2,76,2764.4611206054688,0.7879889011383057,2339.8186159006755,0.6982072847584884
2,77,2764.4611206054688,0.7879889011383057,2283.336517283122,0.6841052406281233
2,78,2764.4611206054688,0.7879889011383057,2382.9695536549884,0.706712382559975
2,79,2764.4611206054688,0.7879889011383057,2312.46053237915,0.6876580564429363
2,80,2764.4611206054688,0.7879889011383057,2324.3680577087403,0.6933221537619829
2,81,2764.4611206054688,0.7879889011383057,2216.108796564738,0.6722275967895984
2,82,2764.4611206054688,0.7879889011383057,2299.2271714019776,0.6917647994309664
2,83,2764.4611206054688,0.7879889011383057,2276.5325001780193,0.6832042968521516
2,84,2764.4611206054688,0.7879889011383057,2287.443935546875,0.6859545566638311
2,85,2764.4611206054688,0.7879889011383057,2348.952716852824,0.6947335235029459
2,86,2764.4611206054688,0.7879889011383057,2260.8473429616292,0.676753349751234
2,87,2764.4611206054688,0.7879889011383057,2315.1297088623046,0.6874007137864828
2,88,2764.4611206054688,0.7879889011383057,2275.9986689249677,0.68389068638285
2,89,2764.4611206054688,0.7879889011383057,2314.9849816385904,0.6864771669109663
2,90,2764.4611206054688,0.7879889011383057,2334.5556801350913,0.6974145969500144
2,91,2764.4611206054688,0.7879889011383057,2257.7065781911215,0.6777564387023449
2,92,2764.4611206054688,0.7879889011383057,2200.9816399383544,0.6658602994928757
2,93,2764.4611206054688,0.7879889011383057,2226.9993881225587,0.672275319074591
2,94,2764.4611206054688,0.7879889011383057,2334.9970467885337,0.6911356559147438
2,95,2764.4611206054688,0.7879889011383057,2320.2785789998375,0.6892052965859572
2,96,2764.4611206054688,0.7879889011383057,2282.619250488281,0.6817442649851243
2,97,2764.4611206054688,0.7879889011383057,2239.5651901753745,0.6708366835365692
